name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Orificio everwell no 03,4,12560034,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Orificio everwell no 04,4,12560035,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Orificio everwell no 05,4,12560036,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Orificio everwell no 06,4,12560037,"0,88","0,88","0,9","0,91","0,85","0,85","0,85","0,85"
Orificio hongsen no 01 r-22 0.7 ton r-134a 0.5 r-404 0.4 ton,"2,51",12560038,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Orificio hongsen no 02 r-22 1.0 ton r-134a 0.8 r-404 0.6 ton,"2,51",12560039,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Orificio hongsen no 03 r-22 1.5 ton r-134a 1.3 r-404 1.2 ton,"2,51",12560040,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Orificio hongsen no 04 r-22 2.3 ton r-134a 1.9 r-404 1.7 ton,"2,51",12560041,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Orificio hongsen no 05 r-22 3.0 ton r-134a 2.5 r-404 2.2 ton,"2,51",12560042,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Orificio hongsen no 06 r-22 4.5 ton r-134a 3.0 r-404 2.6 ton,"2,51",12560043,"0,55","0,55","0,65","0,66","0,85","0,85","0,85","0,85"
Oring de goma grande verde viton para tapa central gm v-5,"0,18",01620002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma grande verde viton para tapa delantera abacus,"0,73",01620001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro 06 mm 5/16 pulg,"0,01",01620003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro 08 mm 13/32 pulg,"0,01",01620004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro 10 mm 1/2 pulg,"0,02",01620005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro 12 mm 5/8 pulg,"0,02",01620006,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro para compresor ford fs10,0,01620028,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro sobre medida 1 x 1/16 pulg,"0,1",01620030,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro sobre medida 5/16 pulg,"0,04",01620031,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma negro sobre medida 7/32 x 1/16 pulg,"0,03",01620007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma pequeño negro para tapa culata gm v-5 - ford fx15,"0,17",01620035,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma pequeño verde para tapa culata gm v-5 - ford fx15,"0,2",01620033,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde 06 mm 5/16 pulg,"0,05",01620009,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde 08 mm 13/32 pulg,"0,05",01620010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde 10 mm 1/2 pulg,"0,05",01620011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde 12 mm 5/8 pulg,"0,02",01620012,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde sobre medida 06 mm 5/16 pulg,"0,05",01620013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde sobre medida 08 mm 13/32 pulg,"0,05",01620014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de goma verde sobre medida 10 mm 1/2 pulg,"0,06",01620015,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de metal anillo sellante fino alta 12 mm 5/8 pulg,"0,3",01620016,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de metal anillo sellante fino baja 12 mm 5/8 pulg hueco ancho,"0,2",01620034,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de metal anillo sellante fino baja 14 mm 3/4 pulg,"0,17",01620018,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de metal anillo sellante grueso alta gm,"0,0878",01620019,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Oring de metal conexión rapida 12 mm 5/8 pulg,"0,45",01620025,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Pasadore copeland kae - kah - kaj,10,16090009,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Pegamento acero plastica devco,"2,51",12310031,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Pegamento pegatanke acero,"3,89",12310014,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Pegamento pegatanke blanco,"3,77",12310038,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Pegamento pegatanke tradicional,"3,89",12310012,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Pegamento pegatanke transparente,"3,89",12310013,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Pegamento super bonder 3 g pega loka,"0,3058",12310011,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Peine para serpentines metalico,"3,04",19900008,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Peine para serpentines plastico 6 en 1,7,19900009,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Perilla automotriz de temperatura,"0,79",01640002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Perilla automotriz para ventilador,"0,79",01640001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Pica manguera automotriz,0,01540014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Pico para soldar con boquilla doble unitorch t-2b rgc,"18,45",12330026,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar con boquilla triple unitorch,35,12330025,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar con encendedor profesional t-a rgc,"14,14",12330024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar con encendedor y manguera rotativo t-ca rgc,"19,94",12330022,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar con manguera profesional,"24,27",12330023,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar curva turbotorch extreme t-b rgc,"11,79",12330027,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pico para soldar profesional uniweld rp3t5,"15,66",12330029,"0,7","0,65","0,75","0,81","0,85","0,85","0,85","0,85"
Pico para soldar sin encendedor,"16,16",12330021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Pistola para co2 gun rgc,"17,23",12280041,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Pistola para tirraje rgc,0,19530090,0,0,0,0,"0,9","0,9","0,9","0,9"
Piston std hierro copeland kak-kaa,80,16110063,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Pistonera o masa de compresor v5,"52,6",01210001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Plato de valvula copeland discus 4dt-4da e-6dh k,145,16310023,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Prensa de acoples para capilar thermoplastico rgc,"89,21",12360091,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato 20 - 40 psi  1 salida bomba de agua,"5,5",90400004,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato 20 - 40 psi 2 polos ph1 1 salida furnas 69wa4z2040,"14,3",90400005,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato 30 - 50 psi 2 polos ph1 1 salida furnas 69wa4z3050,0,90400008,"0,75","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Presostato 40 - 60 psi 2 polos ph1 1 salida furnas 69wa4z4060,"11,2",90400009,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato 80 - 100 psi 3 polos ph3 4 salidas nema 4 con valvula de alivio,0,90400014,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato aceite p30-3801 ajustable artico,"88,95",10270007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato aceite p30-5826 fijo ranco original,"87,6323",10270005,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato alta r-12 r-22 016-200 prime economico,0,10270021,"0,8","0,8","0,85","0,86","0,9","0,9","0,9","0,9"
Presostato alta r-12 r-22 ranco 016-200,"37,3218",10270004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja danfoss automatico kp-15,56,10270010,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja r-12 r-134  012-1506  ranco original,"55,7",10270002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja r-22  012-1549 automatico kp17w ranco original,"40,83",10270009,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja r-22  ps15 automatico flare sanhua,"26,1",10270031,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja r-22 prime rp-1549 automatico,"20,35",10270012,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja r-22 ranco 012-4834 prime,"67,55",10270003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato alta-baja ranco 012-1594 reset manual a/b ranco.,"62,33",10270006,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato baja r-12  010-1402 automatico ranco original,"27,03",10270001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato baja r-12 010-1402 economico,"11,99",10270011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato baja r-22  010-1483-080 ranco original,"29,5",10270018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato baja r-22  ps01 automatico sanhua,"21,58",10270034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable alta hps 350 - 250 roscable reset automatico rgc,"2,78",10270017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable alta hps 550 - 450 roscable reset automatico r-410a rgc,58,10270016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable alta lps  roscable r-410a,"4,77",10270024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable baja lps  roscable r-410a,"4,77",10270023,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable baja lps 25 - 80 roscable reset automatico rgc,"2,78",10270014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Presostato cable baja lps 80 - 130 roscable reset automatico r-410a rgc,0,10270013,"0,7","0,7","0,8","0,81","0,9","0,9","0,9","0,9"
Presostato compresor monofasico,"10,27",90400019,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato compresor trifasico,"17,46",90400020,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Presostato mini para bomba 15-35 psi e&m,"5,42",90400001,"0,75","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Prestite importado por rollo,"4,03",12310007,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Prestite por metros,"0,7",12310005,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
"Prestite tipo armaflex 1/8  x 1 1/4 pulg x 9,14 mt","4,2",12310019,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Prestite tipo armaflex 1/8 x 2 pulg x 10 mt,"5,46",12310006,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Prestite tipo armaflex por rollo 2 pulg x 30 pulg rgc,"2,06",12310045,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Prestite tipo asfaltico por rollo rgc,"6,153",12310044,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Probador de voltaje 2 polos no 914,"0,7",10460004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
